,precision,recall,f1-score,support
disengaged,0.2,0.2,0.2,5.0
engaged,0.6363636363636364,0.6363636363636364,0.6363636363636364,11.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.4181818181818182,0.4181818181818182,0.4181818181818182,16.0
weighted avg,0.5,0.5,0.5,16.0
