Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1,AUROC
16,16,0.2,0.001,0.0,0.6244401168451801,0.6219705847605417,0.85,0.7178448438466899,0.6262872421695951
16,16,0.2,0.001,0.0001,0.621713729308666,0.6213958817237505,0.8318181818181818,0.7070521839403957,0.6039533995416348
16,16,0.2,0.0005,0.0,0.5784810126582278,0.6020415363228582,0.7045454545454545,0.6453939044322212,0.6032734912146677
16,16,0.2,0.0005,0.0001,0.548328464784161,0.5788429217840984,0.7045454545454545,0.6142813343641644,0.5986134453781512
16,16,0.3,0.001,0.0,0.5989613761765661,0.6060680183798464,0.8318181818181818,0.6963796345405464,0.6000381970970207
16,16,0.3,0.001,0.0001,0.5710483609217786,0.6150359494109494,0.7818181818181819,0.6347469185863388,0.5861879297173415
16,16,0.3,0.0005,0.0,0.5913664394677053,0.5992279077374445,0.7954545454545455,0.6816395485702417,0.6079831932773109
16,16,0.3,0.0005,0.0001,0.6065887698799091,0.6116918763662742,0.8181818181818181,0.6961420816369142,0.5865660809778458
16,16,0.4,0.001,0.0,0.5533592989289191,0.5603296480303849,0.759090909090909,0.6099652902513713,0.5613827349121466
16,16,0.4,0.001,0.0001,0.6092177864329763,0.6040417227505702,0.9,0.7200733919334301,0.629514896867838
16,16,0.4,0.0005,0.0,0.5838688737422915,0.5979450153646967,0.7454545454545455,0.6583703588789118,0.5818029029793735
16,16,0.4,0.0005,0.0001,0.5710159039272963,0.597526791361706,0.7272727272727273,0.6445448916408669,0.5759090909090909
16,16,0.5,0.001,0.0,0.6092502434274587,0.6211788882381224,0.7863636363636364,0.687295667166616,0.6108365164247517
16,16,0.5,0.001,0.0001,0.5939305420318078,0.5897078718062325,0.9181818181818183,0.7164182909148014,0.6092322383498854
16,16,0.5,0.0005,0.0,0.5862706913339825,0.6021535239716542,0.7636363636363636,0.6704158805010605,0.579209320091673
16,16,0.5,0.0005,0.0001,0.6015903927296333,0.6098178783314417,0.8272727272727274,0.6967074593638226,0.6403361344537816
16,32,0.2,0.001,0.0,0.606686140863356,0.6075945362654223,0.8772727272727273,0.7136460281267039,0.6135790679908327
16,32,0.2,0.001,0.0001,0.5839013307367737,0.5864896663944786,0.8772727272727273,0.7016113352735396,0.6105614973262032
16,32,0.2,0.0005,0.0,0.5762090230444661,0.583949356308767,0.8272727272727274,0.6715742793791575,0.6156608097784568
16,32,0.2,0.0005,0.0001,0.5711781888997078,0.5869927390936169,0.8045454545454545,0.6665799861199313,0.6323223834988541
