Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Disengaged Precision,Disengaged Recall,Disengaged F1,Engaged Precision,Engaged Recall,Engaged F1,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,AUROC
p11,2,16,16,0.5,0.001,0.0001,0.6790123456790124,0.6883116883116883,0.654320987654321,0.6708860759493671,0.6705882352941176,0.7037037037037037,0.6867469879518072,0.679449961802903,0.6790123456790124,0.6788165319505872,0.679449961802903,0.6790123456790124,0.6788165319505872,0.6931870141746685
p11,3,16,16,0.5,0.001,0.0001,0.654320987654321,0.6404494382022472,0.7037037037037037,0.6705882352941176,0.6712328767123288,0.6049382716049383,0.6363636363636364,0.655841157457288,0.654320987654321,0.653475935828877,0.655841157457288,0.654320987654321,0.653475935828877,0.6881572930955646
p11,4,16,16,0.5,0.001,0.0001,0.691358024691358,0.6739130434782609,0.7560975609756098,0.7126436781609196,0.7142857142857143,0.625,0.6666666666666666,0.6940993788819876,0.6905487804878049,0.6896551724137931,0.6938501648646577,0.691358024691358,0.6899389811267206,0.7172256097560976
p11,5,16,16,0.5,0.001,0.0001,0.5925925925925926,0.5851063829787234,0.6707317073170732,0.625,0.6029411764705882,0.5125,0.5540540540540541,0.5940237797246558,0.5916158536585365,0.589527027027027,0.5939136884068048,0.5925925925925926,0.589964964964965,0.6045731707317072
p11,1,16,16,0.5,0.0005,0.0,0.6871165644171779,0.6631578947368421,0.7682926829268293,0.711864406779661,0.7205882352941176,0.6049382716049383,0.6577181208053692,0.6918730650154798,0.6866154772658838,0.6847912637925151,0.6916968983266539,0.6871165644171779,0.6849573566942767,0.6808190304125262
p11,2,16,16,0.5,0.0005,0.0,0.6666666666666666,0.6708860759493671,0.654320987654321,0.6625,0.6626506024096386,0.6790123456790124,0.6707317073170732,0.6667683391795028,0.6666666666666667,0.6666158536585366,0.6667683391795028,0.6666666666666666,0.6666158536585366,0.6966925773510136
p11,3,16,16,0.5,0.0005,0.0,0.654320987654321,0.6436781609195402,0.691358024691358,0.6666666666666666,0.6666666666666666,0.6172839506172839,0.6410256410256411,0.6551724137931034,0.654320987654321,0.6538461538461539,0.6551724137931034,0.654320987654321,0.653846153846154,0.6843468983386679
p11,4,16,16,0.5,0.0005,0.0,0.691358024691358,0.6777777777777778,0.7439024390243902,0.7093023255813954,0.7083333333333334,0.6375,0.6710526315789473,0.6930555555555555,0.6907012195121951,0.6901774785801713,0.6928669410150893,0.691358024691358,0.6904135878024088,0.7064024390243901
p11,5,16,16,0.5,0.0005,0.0,0.5925925925925926,0.5888888888888889,0.6463414634146342,0.6162790697674418,0.5972222222222222,0.5375,0.5657894736842105,0.5930555555555556,0.5919207317073171,0.5910342717258261,0.5930041152263374,0.5925925925925926,0.5913459358991795,0.6167682926829268
p11,1,16,16,0.5,0.0005,0.0001,0.6809815950920245,0.6630434782608695,0.7439024390243902,0.7011494252873564,0.704225352112676,0.6172839506172839,0.6578947368421053,0.6836344151867728,0.680593194820837,0.6795220810647309,0.6835080904203561,0.6809815950920245,0.6796547641581211,0.6803673592291478
p11,2,16,16,0.5,0.0005,0.0001,0.6666666666666666,0.6708860759493671,0.654320987654321,0.6625,0.6626506024096386,0.6790123456790124,0.6707317073170732,0.6667683391795028,0.6666666666666667,0.6666158536585366,0.6667683391795028,0.6666666666666666,0.6666158536585366,0.6944063404968754
p11,3,16,16,0.5,0.0005,0.0001,0.6358024691358025,0.625,0.6790123456790124,0.650887573964497,0.6486486486486487,0.5925925925925926,0.6193548387096774,0.6368243243243243,0.6358024691358024,0.6351212063370872,0.6368243243243243,0.6358024691358025,0.6351212063370872,0.6820606614845298
p11,4,16,16,0.5,0.0005,0.0001,0.691358024691358,0.6818181818181818,0.7317073170731707,0.7058823529411765,0.7027027027027027,0.65,0.6753246753246753,0.6922604422604423,0.6908536585365854,0.6906035141329259,0.6921315254648588,0.691358024691358,0.6907921417725339,0.7080792682926829
p11,5,16,16,0.5,0.0005,0.0001,0.5925925925925926,0.5888888888888889,0.6463414634146342,0.6162790697674418,0.5972222222222222,0.5375,0.5657894736842105,0.5930555555555556,0.5919207317073171,0.5910342717258261,0.5930041152263374,0.5925925925925926,0.5913459358991795,0.6150914634146342
p11,1,16,32,0.2,0.001,0.0,0.6932515337423313,0.6632653061224489,0.7926829268292683,0.7222222222222222,0.7384615384615385,0.5925925925925926,0.6575342465753424,0.7008634222919937,0.6926377597109304,0.6898782343987824,0.70063275900261,0.6932515337423313,0.6900766637719323,0.7070159590484794
p11,2,16,32,0.2,0.001,0.0,0.6481481481481481,0.6363636363636364,0.691358024691358,0.6627218934911243,0.6621621621621622,0.6049382716049383,0.632258064516129,0.6492628992628993,0.6481481481481481,0.6474899790036266,0.6492628992628994,0.6481481481481481,0.6474899790036267,0.7055326931870142
p11,3,16,32,0.2,0.001,0.0,0.6111111111111112,0.6046511627906976,0.6419753086419753,0.6227544910179641,0.618421052631579,0.5802469135802469,0.5987261146496815,0.6115361077111383,0.6111111111111112,0.6107403028338227,0.6115361077111383,0.6111111111111112,0.6107403028338229,0.6602652034750801
p11,4,16,32,0.2,0.001,0.0,0.6358024691358025,0.6236559139784946,0.7073170731707317,0.6628571428571428,0.6521739130434783,0.5625,0.6040268456375839,0.6379149135109865,0.6349085365853658,0.6334419942473634,0.6377388764797212,0.6358024691358025,0.6338051442302002,0.6608231707317072
