,precision,recall,f1-score,support
disengaged,0.6666666666666666,0.8,0.7272727272727273,5.0
engaged,0.9,0.8181818181818182,0.8571428571428571,11.0
accuracy,0.8125,0.8125,0.8125,0.8125
macro avg,0.7833333333333333,0.8090909090909091,0.7922077922077921,16.0
weighted avg,0.8270833333333334,0.8125,0.8165584415584416,16.0
