speaker,speech_start,speech_end
SPEAKER_04,0.03096875,1.0265937500000002
SPEAKER_01,1.0265937500000002,1.93784375
SPEAKER_03,2.79846875,3.03471875
SPEAKER_03,6.527843750000001,7.03409375
SPEAKER_03,8.130968750000001,8.755343750000002
SPEAKER_03,9.51471875,9.582218750000003
SPEAKER_03,10.122218750000002,10.25721875
SPEAKER_10,14.374718750000003,15.539093750000003
SPEAKER_02,15.04971875,16.230968750000002
SPEAKER_10,16.72034375,16.90596875
SPEAKER_10,18.89721875,18.93096875
SPEAKER_03,18.93096875,19.89284375
SPEAKER_03,22.49159375,23.43659375
SPEAKER_03,25.191593750000003,26.355968750000002
SPEAKER_03,26.676593750000002,27.08159375
SPEAKER_02,28.34721875,30.22034375
SPEAKER_01,29.984093750000003,30.000968750000002
SPEAKER_01,30.051593750000002,30.203468750000003
SPEAKER_01,30.22034375,30.76034375
SPEAKER_01,32.49846875,33.30846875
SPEAKER_02,35.080343750000004,35.65409375
SPEAKER_01,36.29534375,38.05034375
SPEAKER_05,39.282218750000006,39.923468750000005
SPEAKER_05,40.17659375,46.470968750000004
SPEAKER_02,45.829718750000005,46.454093750000006
SPEAKER_02,46.470968750000004,46.774718750000005
SPEAKER_05,46.774718750000005,51.92159375
SPEAKER_02,46.791593750000004,47.06159375
SPEAKER_02,50.74034375,52.41096875
SPEAKER_05,52.41096875,55.532843750000005
SPEAKER_02,52.44471875,52.49534375
SPEAKER_01,55.532843750000005,55.549718750000004
SPEAKER_02,55.92096875,57.000968750000006
SPEAKER_01,57.50721875,57.861593750000004
SPEAKER_01,59.852843750000005,60.54471875
SPEAKER_01,62.53596875,63.143468750000004
SPEAKER_05,64.13909375,65.79284375
SPEAKER_05,66.51846875000001,71.32784375
SPEAKER_05,71.96909375,75.36096875
SPEAKER_05,80.49096875000001,82.75221875000001
SPEAKER_05,83.08971875,88.03409375000001
SPEAKER_00,87.02159375000001,87.54471875
SPEAKER_05,88.75971875,90.71721875
SPEAKER_05,90.97034375000001,92.77596875
SPEAKER_00,103.79534375,104.21721875
SPEAKER_05,105.22971875,106.68096875
SPEAKER_05,107.30534375,112.11471875000001
SPEAKER_05,112.72221875000001,114.79784375000001
SPEAKER_05,115.55721875,117.29534375
SPEAKER_05,117.91971875,120.38346875
SPEAKER_05,120.77159375000001,124.28159375000001
SPEAKER_00,136.85346875000002,137.20784375
SPEAKER_05,137.20784375,137.54534375
SPEAKER_00,137.24159375000002,137.56221875
SPEAKER_05,137.56221875,137.78159375
SPEAKER_00,137.78159375,137.84909375
SPEAKER_00,138.06846875000002,138.08534375000002
SPEAKER_05,138.08534375000002,139.18221875
SPEAKER_05,139.51971875,141.40971875
SPEAKER_05,141.81471875,146.59034375000002
SPEAKER_05,146.84346875,148.91909375
SPEAKER_05,149.22284375,152.34471875
SPEAKER_03,154.74096875,155.16284375
SPEAKER_07,158.20034375,158.57159375
SPEAKER_02,164.49471875,169.20284375
SPEAKER_07,169.42221875,170.41784375
SPEAKER_07,171.37971875000002,171.78471875000002
SPEAKER_02,172.34159375000002,172.57784375
SPEAKER_02,173.25284375,173.53971875000002
SPEAKER_07,173.96159375000002,173.97846875000002
SPEAKER_05,173.97846875000002,175.64909375000002
SPEAKER_05,175.95284375,175.96971875
SPEAKER_02,175.96971875,177.04971875
SPEAKER_05,176.03721875000002,181.01534375
SPEAKER_02,178.99034375000002,181.52159375000002
SPEAKER_02,181.97721875000002,183.56346875
SPEAKER_05,183.66471875000002,183.68159375000002
SPEAKER_07,183.68159375000002,184.22159375
SPEAKER_07,185.18346875,185.75721875000002
