Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
p11,0.5553481012658229,0.03154283164728232,0.6617847138855542,0.06448641199901287,0.5027053140096618,0.14110853933920092,0.5556028001037076,0.0887417062919864
p12,0.5441666666666667,0.05786889707778861,0.6071681164364091,0.0587144522774248,0.555485674353599,0.09163248383059348,0.5764596611089378,0.05826459719345781
p17,0.49824561403508777,0.17657526512401586,0.4946520146520147,0.1925572425843761,0.42000000000000004,0.31144823004794875,0.4349380287231949,0.2543670215757304
p18,0.6495276653171389,0.06605383061974171,0.787945387945388,0.08653129148317576,0.672923076923077,0.1336851374548845,0.7153177986170313,0.06959914413531317
p5,0.6307971014492753,0.05810390113436564,0.8200000000000001,0.06168918507773914,0.6235294117647059,0.09843059135695008,0.7036282363868571,0.06756058953989963
p7,0.5385281385281385,0.09711839248697894,0.6632478632478632,0.12676686118808073,0.5333333333333333,0.13736507934337305,0.5768245145819517,0.10446309085019814
p9,0.584313725490196,0.11880781765160095,0.6649999999999999,0.15658179058516716,0.5266666666666666,0.13621877827801698,0.5849346405228758,0.13492124029406802
