Participant,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
p11,0.5675000000000001,0.06723115975150068,0.6107788143714916,0.037500149258253096,0.6629951690821255,0.14950211816058068,0.6321102121328313,0.08754141389632114
p12,0.5357236842105262,0.02695321752412961,0.5783751306165099,0.01516260053908657,0.6459119496855346,0.0750546556551119,0.6089581752546505,0.03623458258803933
p17,0.5760233918128655,0.14022899190972865,0.5932323232323233,0.13059711547640737,0.6199999999999999,0.16431676725154984,0.6049168375484164,0.1439131269208296
p18,0.6757085020242914,0.05783241740871265,0.749006105006105,0.03033900532512971,0.7738461538461537,0.06763983980609418,0.7608513490866432,0.04816851198679134
p5,0.6728260869565217,0.058612841923893204,0.7760188933873146,0.08245414695735807,0.7764705882352941,0.09665692191267633,0.7707732732732733,0.048707725710561034
p7,0.5554112554112554,0.0782760119654289,0.640934065934066,0.05066345905353876,0.5935897435897436,0.13745479204217773,0.6111298331298332,0.09569724725797252
p9,0.6555555555555556,0.06822164489234203,0.7164102564102565,0.09462198573317629,0.6777777777777778,0.1606314699422329,0.683086124401914,0.07794434969993255
