,precision,recall,f1-score,support
disengaged,0.43478260869565216,0.29411764705882354,0.3508771929824561,34.0
engaged,0.5789473684210527,0.717391304347826,0.6407766990291263,46.0
accuracy,0.5375,0.5375,0.5375,0.5375
macro avg,0.5068649885583524,0.5057544757033248,0.4958269460057912,80.0
weighted avg,0.5176773455377575,0.5375,0.5175694089592915,80.0
