Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1
16,16,0.2,0.001,0.0,0.609274193548387,0.6527311827956989,0.8638095238095238,0.7394412908323457
16,16,0.2,0.001,0.0001,0.6538306451612903,0.674938222133173,0.9223809523809525,0.7769670658961259
16,16,0.2,0.0005,0.0,0.5959677419354839,0.6413540482505999,0.8119047619047619,0.705052566481138
16,16,0.2,0.0005,0.0001,0.6034274193548387,0.6623181266509601,0.8057142857142857,0.7229327873056096
16,16,0.3,0.001,0.0,0.6088709677419354,0.6485395583282123,0.8838095238095238,0.7443908086996174
16,16,0.3,0.001,0.0001,0.6157258064516128,0.6666919532080822,0.8323809523809524,0.7249558838433519
16,16,0.3,0.0005,0.0,0.5959677419354839,0.7146644419725622,0.7095238095238094,0.6451280512204882
16,16,0.3,0.0005,0.0001,0.6219758064516128,0.6792207792207792,0.8133333333333332,0.7347390922336036
16,16,0.4,0.001,0.0,0.6028225806451613,0.6860392808689034,0.7561904761904762,0.6999193313689112
16,16,0.4,0.001,0.0001,0.660282258064516,0.6625811086392288,0.9804761904761904,0.7904553519521016
16,16,0.4,0.0005,0.0,0.6284274193548387,0.6617416176704275,0.8914285714285715,0.7554461784713885
16,16,0.4,0.0005,0.0001,0.6667338709677418,0.6665183537263626,0.9804761904761905,0.7935032474528273
16,16,0.5,0.001,0.0,0.6157258064516128,0.6496175783076203,0.8923809523809524,0.7490665251400397
16,16,0.5,0.001,0.0001,0.609274193548387,0.640884109916368,0.9123809523809523,0.7520730079265749
16,16,0.5,0.0005,0.0,0.6215725806451612,0.6662087286527514,0.8623809523809524,0.74328130688233
16,16,0.5,0.0005,0.0001,0.615524193548387,0.6465260545905707,0.9128571428571428,0.7555224217346513
16,32,0.2,0.001,0.0,0.6284274193548386,0.6588440065681446,0.9028571428571428,0.7605625554569654
16,32,0.2,0.001,0.0001,0.6602822580645161,0.6695905503469463,0.950952380952381,0.785284326496556
16,32,0.2,0.0005,0.0,0.6350806451612903,0.6598616126180086,0.9138095238095237,0.7642867100586764
16,32,0.2,0.0005,0.0001,0.615524193548387,0.6552380952380952,0.8733333333333334,0.7476984273820536
16,32,0.3,0.001,0.0,0.6542338709677419,0.6650583586067457,0.9519047619047619,0.7816469304579442
16,32,0.3,0.001,0.0001,0.6288306451612902,0.64810473175323,0.9428571428571428,0.766758448060075
16,32,0.3,0.0005,0.0,0.6219758064516129,0.6612754618594441,0.8523809523809524,0.7365112711751367
16,32,0.3,0.0005,0.0001,0.6473790322580645,0.6604608294930875,0.950952380952381,0.7789907963185273
16,32,0.4,0.001,0.0,0.6479838709677418,0.6689045794563037,0.9123809523809523,0.7711111111111111
16,32,0.4,0.001,0.0001,0.6219758064516128,0.649586435070306,0.9114285714285714,0.7579699906718541
16,32,0.4,0.0005,0.0,0.6665322580645161,0.673032258064516,0.9614285714285714,0.7900903665814152
16,32,0.4,0.0005,0.0001,0.6409274193548387,0.6527765639069865,0.96,0.7769678030864015
16,32,0.5,0.001,0.0,0.6417338709677419,0.6635560675883256,0.9133333333333333,0.7666528739155236
16,32,0.5,0.001,0.0001,0.6288306451612903,0.6478081058726219,0.9423809523809524,0.7666015853149769
16,32,0.5,0.0005,0.0,0.6475806451612903,0.6560622914349277,0.9704761904761906,0.7825104195524364
16,32,0.5,0.0005,0.0001,0.6415322580645161,0.6597200887523468,0.9319047619047618,0.771624649859944
16,64,0.2,0.001,0.0,0.6413306451612903,0.6556014619418401,0.9514285714285714,0.7756030412164866
16,64,0.2,0.001,0.0001,0.5324596774193548,0.5057656655543196,0.7233333333333334,0.5932719754568494
16,64,0.2,0.0005,0.0,0.6028225806451613,0.6417627816915915,0.8938095238095238,0.7452942742314317
16,64,0.2,0.0005,0.0001,0.6161290322580644,0.6461751152073731,0.9042857142857142,0.7495350140056022
16,64,0.3,0.001,0.0,0.6161290322580644,0.6426622172784575,0.9233333333333332,0.756160272804774
16,64,0.3,0.001,0.0001,0.666733870967742,0.6647311827956989,0.9904761904761905,0.7952941176470588
16,64,0.3,0.0005,0.0,0.6475806451612902,0.6516129032258065,0.9904761904761905,0.785972850678733
16,64,0.3,0.0005,0.0001,0.6284274193548386,0.6443529847979235,0.9609523809523809,0.7712223350878813
16,64,0.4,0.001,0.0,0.6411290322580644,0.6557656655543196,0.9519047619047619,0.775690276110444
16,64,0.4,0.001,0.0001,0.6477822580645161,0.6566205837173579,0.9714285714285715,0.7828731492597039
16,64,0.4,0.0005,0.0,0.6604838709677419,0.6645161290322581,0.9709523809523809,0.7887685535752762
16,64,0.4,0.0005,0.0001,0.6350806451612903,0.6526593334157293,0.9423809523809524,0.7704941976790716
16,64,0.5,0.001,0.0,0.6475806451612902,0.6516129032258065,0.9904761904761905,0.785972850678733
16,64,0.5,0.001,0.0001,0.6348790322580645,0.65284178187404,0.9414285714285715,0.7705074029611845
16,64,0.5,0.0005,0.0,0.6604838709677419,0.6642771804062126,0.980952380952381,0.7911010558069381
16,64,0.5,0.0005,0.0001,0.6348790322580644,0.6509842845326717,0.9519047619047619,0.7719448027983697
32,16,0.2,0.001,0.0,0.5901209677419355,0.6411821771109868,0.8552380952380952,0.729506617095131
32,16,0.2,0.001,0.0001,0.5973790322580644,0.6468817204301074,0.8171428571428571,0.698137852027795
32,16,0.2,0.0005,0.0,0.6286290322580644,0.665600273084144,0.8723809523809523,0.7516912107995342
32,16,0.2,0.0005,0.0001,0.6161290322580644,0.6516274402481299,0.8838095238095238,0.7491422656018929
32,16,0.3,0.001,0.0,0.6221774193548386,0.6501357063403782,0.912857142857143,0.7580339962071785
32,16,0.3,0.001,0.0001,0.6282258064516129,0.6585126240298653,0.9023809523809524,0.7607711680416848
32,16,0.3,0.0005,0.0,0.6024193548387096,0.6457685992168751,0.8623809523809525,0.7375662574507559
32,16,0.3,0.0005,0.0001,0.6538306451612903,0.6625811086392287,0.96,0.7834835760076813
32,16,0.4,0.001,0.0,0.6348790322580644,0.6585282792846752,0.9223809523809523,0.7673673724809073
32,16,0.4,0.001,0.0001,0.5965725806451612,0.6379055686619647,0.8833333333333332,0.7398911138923654
32,16,0.4,0.0005,0.0,0.6542338709677418,0.6715265639069865,0.9314285714285715,0.7790523761952335
32,16,0.4,0.0005,0.0001,0.609274193548387,0.706069295101553,0.7752380952380953,0.7054596052045714
32,16,0.5,0.001,0.0,0.6348790322580644,0.6724966261808367,0.8823809523809525,0.7578008407945831
32,16,0.5,0.001,0.0001,0.615524193548387,0.6553194953194953,0.8628571428571428,0.7418434526898461
32,16,0.5,0.0005,0.0,0.6221774193548387,0.6457627816915914,0.931904761904762,0.7621740696278512
32,16,0.5,0.0005,0.0001,0.6600806451612902,0.6665806451612902,0.9714285714285715,0.7886484359630139
32,32,0.2,0.001,0.0,0.6348790322580644,0.680389144905274,0.8514285714285714,0.748523550824497
32,32,0.2,0.001,0.0001,0.6606854838709677,0.6680798771121352,0.9614285714285714,0.7878143257302921
32,32,0.2,0.0005,0.0,0.6540322580645161,0.6699692780337941,0.930952380952381,0.7777620838545208
32,32,0.2,0.0005,0.0001,0.5897177419354838,0.6442703533026114,0.8338095238095239,0.7248116216183443
32,32,0.3,0.001,0.0,0.6288306451612902,0.6476597929323179,0.9423809523809524,0.7665362053168239
32,32,0.3,0.001,0.0001,0.6409274193548387,0.6609026864866687,0.9209523809523809,0.7671868747498999
32,32,0.3,0.0005,0.0,0.6475806451612902,0.6556173526140154,0.9709523809523809,0.7823659925508665
32,32,0.3,0.0005,0.0001,0.6352822580645161,0.6545587690025954,0.9328571428571429,0.7670588235294117
32,32,0.4,0.001,0.0,0.628024193548387,0.6510868557656655,0.9323809523809524,0.7645143088682014
32,32,0.4,0.001,0.0001,0.6475806451612902,0.6556173526140155,0.9709523809523809,0.7823659925508665
32,32,0.4,0.0005,0.0,0.609274193548387,0.6441283730894409,0.9038095238095238,0.7501570193294709
32,32,0.4,0.0005,0.0001,0.6538306451612902,0.6590875149342891,0.980952380952381,0.7874121346651868
32,32,0.5,0.001,0.0,0.6413306451612902,0.6550897822977911,0.9514285714285714,0.7755792778649921
32,32,0.5,0.001,0.0001,0.6667338709677418,0.6669632925472746,0.980952380952381,0.7937254901960784
32,32,0.5,0.0005,0.0,0.6860887096774193,0.6803198071343232,0.9904761904761905,0.8056941283137101
32,32,0.5,0.0005,0.0001,0.660282258064516,0.6654719235364396,0.9714285714285715,0.7889215686274509
32,64,0.2,0.001,0.0,0.654032258064516,0.6796971104535064,0.9023809523809524,0.772768520174027
32,64,0.2,0.001,0.0001,0.6733870967741935,0.6785075716110198,0.950952380952381,0.7917021276595746
32,64,0.2,0.0005,0.0,0.6413306451612902,0.663697413965828,0.9219047619047618,0.7695014750086081
32,64,0.2,0.0005,0.0001,0.615524193548387,0.6740322580645162,0.8452380952380952,0.7355793226381462
32,64,0.3,0.001,0.0,0.6409274193548387,0.6673160173160173,0.9033333333333333,0.7647309621523027
32,64,0.3,0.001,0.0001,0.6161290322580644,0.6472974430898695,0.9047619047619048,0.751052451928547
32,64,0.3,0.0005,0.0,0.6346774193548386,0.67046519524618,0.8952380952380953,0.7584143222506393
32,64,0.3,0.0005,0.0001,0.6542338709677419,0.6711274961597542,0.9319047619047618,0.7790668267306922
