,precision,recall,f1-score,support
disengaged,0.6666666666666666,0.5,0.5714285714285714,12.0
engaged,0.625,0.7692307692307693,0.6896551724137931,13.0
accuracy,0.64,0.64,0.64,0.64
macro avg,0.6458333333333333,0.6346153846153846,0.6305418719211823,25.0
weighted avg,0.645,0.64,0.6329064039408867,25.0
