,precision,recall,f1-score,support
disengaged,0.5,0.4444444444444444,0.47058823529411764,9.0
engaged,0.6153846153846154,0.6666666666666666,0.64,12.0
accuracy,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
macro avg,0.5576923076923077,0.5555555555555556,0.5552941176470588,21.0
weighted avg,0.5659340659340659,0.5714285714285714,0.5673949579831932,21.0
