video_id,DER,False Alarm %,Missed Speech %,Confusion %,Correct %
p5-s8,52.7,7.09,39.54,6.06,54.39
p5-s10,29.39,12.92,12.94,3.54,83.53
p7-s8,66.37,9.31,34.42,22.63,42.94
p7-s16,36.71,8.08,22.74,5.89,71.37
p9-s3-1,94.72,7.54,77.28,9.9,12.82
p9-s9,65.94,5.15,51.6,9.19,39.21
p11-s4,67.5,44.67,15.74,7.09,77.17
p11-s11,59.55,37.56,18.5,3.49,78.01
p12-s3,92.17,0.4,89.4,2.38,8.22
p12-s6,82.29,2.29,74.77,5.23,20.0
p17-s2,26.44,16.73,5.87,3.84,90.29
p17-s6,23.86,8.5,9.78,5.57,84.64
p18-s15,19.65,6.23,10.16,3.26,86.58
p18-s17,21.93,8.34,10.01,3.57,86.42
