,precision,recall,f1-score,support
disengaged,0.625,0.45454545454545453,0.5263157894736842,33.0
engaged,0.6538461538461539,0.7906976744186046,0.7157894736842105,43.0
accuracy,0.6447368421052632,0.6447368421052632,0.6447368421052632,0.6447368421052632
macro avg,0.6394230769230769,0.6226215644820295,0.6210526315789473,76.0
weighted avg,0.6413208502024291,0.6447368421052632,0.6335180055401662,76.0
