,precision,recall,f1-score,support
disengaged,0.0,0.0,0.0,6.0
engaged,0.6,0.9,0.72,10.0
accuracy,0.5625,0.5625,0.5625,0.5625
macro avg,0.3,0.45,0.36,16.0
weighted avg,0.375,0.5625,0.44999999999999996,16.0
