,precision,recall,f1-score,support
disengaged,0.6964285714285714,0.8125,0.75,48.0
engaged,0.775,0.6458333333333334,0.7045454545454546,48.0
accuracy,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666
macro avg,0.7357142857142858,0.7291666666666667,0.7272727272727273,96.0
weighted avg,0.7357142857142858,0.7291666666666666,0.7272727272727272,96.0
