,precision,recall,f1-score,support
disengaged,0.6435643564356436,0.7065217391304348,0.6735751295336787,92.0
engaged,0.6707317073170732,0.6043956043956044,0.6358381502890174,91.0
accuracy,0.6557377049180327,0.6557377049180327,0.6557377049180327,0.6557377049180327
macro avg,0.6571480318763584,0.6554586717630195,0.654706639911348,183.0
weighted avg,0.6570738041417097,0.6557377049180327,0.6548097464120165,183.0
