,precision,recall,f1-score,support
disengaged,1.0,0.08333333333333333,0.15384615384615385,12.0
engaged,0.7027027027027027,1.0,0.8253968253968254,26.0
accuracy,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737
macro avg,0.8513513513513513,0.5416666666666666,0.4896214896214896,38.0
weighted avg,0.7965860597439545,0.7105263157894737,0.6133281922755607,38.0
