train_loss,val_loss
0.6762431263923645,0.6294784545898438
0.6296789765357971,0.571205198764801
0.5948720097541809,0.5072340369224548
0.5760510087013244,0.4499172866344452
0.541945219039917,0.3994825780391693
0.4950767278671265,0.3595178723335266
0.48010311722755433,0.3283633589744568
0.4994611442089081,0.30416935682296753
0.47522419691085815,0.29012545943260193
0.4653219819068909,0.288870245218277
0.4183786153793335,0.2863967716693878
0.39583962559700014,0.27350491285324097
0.37281052470207215,0.2639864981174469
0.3742396891117096,0.2508547306060791
0.3152501583099365,0.2555064260959625
0.3322350174188614,0.2640801966190338
0.27022038102149964,0.2599925398826599
0.2641067624092102,0.2389257401227951
0.2371966600418091,0.2287149280309677
0.22773143351078035,0.23659871518611908
0.20938916206359864,0.21850381791591644
0.1690956398844719,0.21745240688323975
0.16210926473140716,0.22926941514015198
0.15728652477264404,0.2513110637664795
0.1325370579957962,0.24827735126018524
0.12065235823392868,0.24834652245044708
0.12533521950244902,0.22063012421131134
0.1124716892838478,0.21094655990600586
0.10103828907012939,0.1875530332326889
0.12280490770936012,0.20874440670013428
0.0722281739115715,0.24789178371429443
0.06424029842019081,0.2657071352005005
0.057130832225084305,0.26539739966392517
0.056109710782766345,0.25604650378227234
0.0688761480152607,0.21173195540905
0.0674948014318943,0.2044212818145752
0.050327589735388756,0.18475617468357086
0.04237781744450331,0.19762037694454193
0.04095578193664551,0.24149823188781738
0.029139923583716153,0.25701630115509033
0.03441094383597374,0.25396057963371277
0.02408821228891611,0.27911534905433655
0.019400880113244055,0.2856268584728241
0.024743587896227836,0.2729896306991577
0.0283310966566205,0.2823323905467987
0.02406867956742644,0.30560383200645447
0.01702162567526102,0.31698474287986755
