train_loss,val_loss
0.7098665634791056,0.7245129644870758
0.6894048849741617,0.6954454183578491
0.6703158517678579,0.6823103427886963
0.6712026198705038,0.671670526266098
0.6585275530815125,0.6675055623054504
0.6488491396109263,0.6695522964000702
0.6233118772506714,0.6669963300228119
0.6198371152083079,0.6656514108181
0.5986298223336538,0.6649354100227356
0.5883038838704427,0.6581685245037079
0.5522384991248449,0.6580080687999725
0.5191246668497721,0.6632034182548523
0.48375092446804047,0.6719482839107513
0.4647210141023,0.6897100806236267
0.4540359079837799,0.7335232794284821
0.4442780166864395,0.7712782919406891
0.4261299967765808,0.7761193215847015
0.40147295594215393,0.8093348145484924
0.36877209941546124,0.8499614596366882
0.3628038118282954,0.9389794170856476
0.3825662285089493,1.001060664653778
