train_loss,val_loss
0.7088436683019003,0.7037838101387024
0.6877426107724508,0.6887713670730591
0.6495884458223978,0.6764419674873352
0.6283848683039347,0.6654489636421204
0.6028238336245219,0.6570746302604675
0.5753150582313538,0.6481132507324219
0.5702656110127767,0.6376620531082153
0.552722305059433,0.6295811533927917
0.5460851987202963,0.6176038980484009
0.5074508786201477,0.6044126152992249
0.48145278294881183,0.5910881161689758
0.4493083159128825,0.5745840072631836
0.42588725686073303,0.5558770895004272
0.4201318323612213,0.5364062190055847
0.39365442593892414,0.5155076384544373
0.38208991289138794,0.49660640954971313
0.36027653018633526,0.4772675335407257
0.32847198843955994,0.4635434150695801
0.32043106357256573,0.453684538602829
0.3111393054326375,0.44290056824684143
0.2998132109642029,0.4402122497558594
0.2639959255854289,0.4397226572036743
0.25614594916502637,0.44424065947532654
0.25149070223172504,0.4516366124153137
0.2402320752541224,0.4560939073562622
0.21293191611766815,0.469312846660614
0.19761159519354501,0.4833069443702698
0.20358294745286307,0.4904649257659912
0.17921402057011923,0.5030747056007385
0.15585542221864065,0.5156120657920837
0.1527079145113627,0.5251982808113098
0.14773647238810858,0.5360486507415771
