,precision,recall,f1-score,support
disengaged,1.0,0.2857142857142857,0.4444444444444444,7.0
engaged,0.6666666666666666,1.0,0.8,10.0
accuracy,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
macro avg,0.8333333333333333,0.6428571428571428,0.6222222222222222,17.0
weighted avg,0.8039215686274509,0.7058823529411765,0.6535947712418301,17.0
