,precision,recall,f1-score,support
disengaged,0.38461538461538464,0.16129032258064516,0.22727272727272727,31.0
engaged,0.5517241379310345,0.8,0.6530612244897959,40.0
accuracy,0.5211267605633803,0.5211267605633803,0.5211267605633803,0.5211267605633803
macro avg,0.46816976127320953,0.4806451612903226,0.4401669758812616,71.0
weighted avg,0.4787611611312437,0.5211267605633803,0.46715357077530106,71.0
