,precision,recall,f1-score,support
disengaged,0.8,0.5714285714285714,0.6666666666666666,14.0
engaged,0.6842105263157895,0.8666666666666667,0.7647058823529411,15.0
accuracy,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828
macro avg,0.7421052631578948,0.719047619047619,0.7156862745098038,29.0
weighted avg,0.7401088929219601,0.7241379310344828,0.7173766058147396,29.0
