,precision,recall,f1-score,support
disengaged,0.42857142857142855,0.2647058823529412,0.32727272727272727,34.0
engaged,0.576271186440678,0.7391304347826086,0.6476190476190476,46.0
accuracy,0.5375,0.5375,0.5375,0.5375
macro avg,0.5024213075060533,0.5019181585677749,0.48744588744588746,80.0
weighted avg,0.513498789346247,0.5375,0.5114718614718614,80.0
