speaker,speech_start,speech_end
SPEAKER_03,0.03096875,3.37221875
SPEAKER_03,3.72659375,4.2497187499999995
SPEAKER_03,4.418468750000001,6.24096875
SPEAKER_03,6.61221875,7.48971875
SPEAKER_04,7.658468750000001,8.181593750000001
SPEAKER_03,9.599093750000002,9.919718750000001
SPEAKER_03,10.662218750000001,13.767218750000001
SPEAKER_03,22.01909375,22.22159375
SPEAKER_03,22.54221875,23.75721875
SPEAKER_03,23.99346875,25.934093750000002
SPEAKER_03,26.37284375,27.06471875
SPEAKER_03,27.23346875,28.07721875
SPEAKER_03,28.60034375,31.992218750000006
SPEAKER_04,37.13909375,41.76284375
SPEAKER_04,45.829718750000005,46.032218750000006
SPEAKER_03,46.032218750000006,46.690343750000004
SPEAKER_03,46.74096875,47.06159375
SPEAKER_03,47.16284375,47.17971875
SPEAKER_03,47.196593750000005,50.132843750000006
SPEAKER_03,50.65596875,51.837218750000005
SPEAKER_00,54.486593750000004,54.50346875
SPEAKER_03,54.50346875,54.62159375
SPEAKER_03,60.35909375000001,60.96659375
SPEAKER_02,60.96659375,61.742843750000006
SPEAKER_02,62.53596875,63.244718750000004
SPEAKER_03,71.20971875000001,73.36971875
SPEAKER_03,73.65659375,74.68596875
SPEAKER_03,75.34409375,78.78659375000001
SPEAKER_03,79.39409375000001,81.73971875000001
SPEAKER_02,87.96659375,89.46846875
SPEAKER_02,90.41346875,90.91971875
SPEAKER_00,96.42096875,96.43784375
SPEAKER_02,96.43784375,97.72034375000001
SPEAKER_02,102.71534375,103.27221875000001
SPEAKER_02,103.96409375,105.19596875
SPEAKER_02,111.35534375,111.72659375
SPEAKER_03,137.44409375,139.01346875000002
SPEAKER_03,139.33409375000002,140.16096875
SPEAKER_03,140.75159375,142.25346875
SPEAKER_03,142.87784375,146.23596875
SPEAKER_03,146.92784375000002,147.28221875
SPEAKER_03,147.51846875,149.96534375000002
SPEAKER_03,150.85971875,151.33221875
SPEAKER_03,151.70346875,153.35721875000002
SPEAKER_03,155.21346875,158.55471875
SPEAKER_03,159.19596875000002,161.11971875
SPEAKER_03,161.57534375,164.07284375
SPEAKER_03,167.56596875000002,169.15221875
SPEAKER_03,169.55721875,170.36721875
SPEAKER_03,171.09284375000001,173.28659375
SPEAKER_03,173.72534375,176.52659375000002
SPEAKER_03,176.64471875,179.42909375000002
SPEAKER_03,180.10409375,183.17534375000002
SPEAKER_04,205.95659375000002,206.71596875
SPEAKER_04,206.80034375000002,207.15471875
SPEAKER_03,225.81846875000002,228.04596875000001
SPEAKER_03,232.24784375000002,233.47971875000002
SPEAKER_03,233.63159375,234.66096875000002
SPEAKER_03,235.43721875000003,237.36096875
SPEAKER_03,237.86721875,239.11596875
SPEAKER_03,239.41971875000002,242.00159375
SPEAKER_03,242.50784375,245.68034375000002
SPEAKER_03,248.02596875,250.01721875
SPEAKER_03,250.55721875,252.98721875
SPEAKER_02,261.98159375,262.69034375
SPEAKER_02,267.11159375,269.05221875
SPEAKER_02,271.71846875,272.25846875
SPEAKER_02,273.47346875,275.49846875000003
SPEAKER_02,277.25346875,277.67534375
SPEAKER_03,281.33721875000003,282.28221875
SPEAKER_03,283.15971875,283.36221875
SPEAKER_03,284.08784375,285.45471875000004
SPEAKER_03,286.01159375000003,286.63596875
SPEAKER_03,287.41221875,289.67346875000004
SPEAKER_03,290.16284375000004,292.86284375
SPEAKER_03,294.09471875,294.71909375
SPEAKER_03,296.91284375000004,300.74346875000003
SPEAKER_03,300.96284375000005,301.03034375000004
SPEAKER_03,301.11471875,301.90784375000004
SPEAKER_03,302.07659375000003,305.16471875
SPEAKER_03,306.37971875,308.25284375
SPEAKER_03,309.68721875,312.92721875
SPEAKER_03,313.82159375000003,314.12534375
SPEAKER_03,314.69909375000003,316.60596875000005
SPEAKER_03,317.04471875,318.24284375
SPEAKER_03,318.85034375000004,321.31409375000004
SPEAKER_04,321.41534375000003,322.10721875
SPEAKER_03,321.78659375,322.25909375000003
SPEAKER_03,322.52909375,325.73534375
SPEAKER_03,326.15721875,329.24534375
SPEAKER_03,330.32534375,339.37034375
SPEAKER_03,342.98159375,348.12846875
SPEAKER_03,348.55034375,349.36034375
SPEAKER_03,350.01846875,351.95909375
SPEAKER_03,352.60034375000004,352.93784375
SPEAKER_03,353.83221875000004,355.51971875000004
SPEAKER_03,355.78971875,356.58284375
SPEAKER_03,357.03846875000005,358.60784375000003
SPEAKER_03,359.21534375000005,361.64534375
SPEAKER_03,362.45534375,364.90221875000003
SPEAKER_03,366.57284375,368.04096875000005
SPEAKER_03,369.01971875000004,371.53409375
SPEAKER_03,371.77034375000005,372.54659375
SPEAKER_03,373.54221875,374.04846875000004
SPEAKER_03,374.33534375000005,375.38159375000004
SPEAKER_03,376.73159375,377.18721875
SPEAKER_02,377.18721875,377.22096875
SPEAKER_03,377.22096875,377.37284375
SPEAKER_02,377.37284375,377.44034375
SPEAKER_03,377.44034375,377.96346875
SPEAKER_02,377.96346875,378.35159375
SPEAKER_03,378.35159375,378.36846875000003
SPEAKER_03,378.82409375000003,379.07721875000004
SPEAKER_02,379.07721875000004,381.89534375000005
SPEAKER_04,382.04721875,382.06409375000004
SPEAKER_04,386.48534375,387.02534375000005
SPEAKER_03,387.02534375000005,389.01659375
SPEAKER_04,389.01659375,389.03346875
SPEAKER_03,389.03346875,389.06721875000005
SPEAKER_04,389.32034375,389.33721875000003
SPEAKER_03,389.33721875000003,390.65346875
SPEAKER_03,392.02034375000005,396.69471875000005
SPEAKER_03,396.74534375,405.03096875
SPEAKER_03,405.52034375000005,406.34721875
SPEAKER_03,406.54971875,407.22471875
SPEAKER_03,408.18659375000004,409.31721875000005
SPEAKER_03,410.76846875,413.67096875000004
SPEAKER_03,415.69596875,418.42971875
SPEAKER_03,419.79659375,421.77096875
SPEAKER_03,422.36159375000005,425.38221875000005
SPEAKER_03,425.75346875,428.40284375000005
SPEAKER_03,428.87534375,434.37659375000004
SPEAKER_03,434.84909375,438.02159375
SPEAKER_02,440.75534375,442.03784375000004
SPEAKER_03,442.03784375000004,442.17284375
SPEAKER_03,444.31596875,445.93596875000003
SPEAKER_03,447.77534375000005,450.99846875000003
SPEAKER_03,451.62284375,452.56784375
SPEAKER_02,454.44096875,454.47471875
SPEAKER_03,454.47471875,455.06534375
SPEAKER_02,455.06534375,455.11596875000004
SPEAKER_02,456.21284375000005,456.29721875
SPEAKER_03,456.29721875,456.68534375
SPEAKER_02,456.68534375,456.70221875000004
SPEAKER_02,456.80346875000004,456.90471875000003
SPEAKER_03,456.90471875000003,459.67221875
SPEAKER_03,460.97159375,462.57471875000005
SPEAKER_03,463.06409375000004,465.12284375
SPEAKER_03,466.03409375,466.54034375000003
SPEAKER_03,467.23221875,472.49721875000006
SPEAKER_03,473.39159375,474.72471875
SPEAKER_02,477.17159375000006,477.49221875
SPEAKER_03,478.65659375,478.67346875000004
SPEAKER_02,478.67346875000004,478.89284375000005
SPEAKER_03,478.89284375000005,478.97721875
SPEAKER_02,478.97721875,479.93909375000004
SPEAKER_02,481.20471875000004,483.41534375000003
SPEAKER_02,483.71909375,485.13659375000003
SPEAKER_02,486.89159375,490.50284375
SPEAKER_00,497.70846875,497.94471875000005
SPEAKER_00,508.87971875000005,509.04846875000004
SPEAKER_02,523.54409375,524.08409375
SPEAKER_02,526.8347187500001,528.1003437500001
SPEAKER_02,528.5222187500001,529.3490937500001
SPEAKER_02,529.7878437500001,530.0747187500001
SPEAKER_02,530.3784687500001,530.8172187499999
SPEAKER_03,532.2178437499999,533.39909375
SPEAKER_03,533.53409375,535.4072187500001
SPEAKER_03,535.8628437500001,536.5715937500001
SPEAKER_03,536.7065937500001,537.60096875
SPEAKER_03,538.15784375,541.7353437500001
SPEAKER_03,542.35971875,547.15221875
SPEAKER_03,547.6415937500001,549.66659375
SPEAKER_03,550.1897187500001,552.8559687500001
SPEAKER_02,553.95284375,554.6615937500001
SPEAKER_03,554.6615937500001,554.6784687500001
SPEAKER_02,554.77971875,554.79659375
SPEAKER_01,554.79659375,555.2859687499999
SPEAKER_03,555.8090937500001,556.16346875
SPEAKER_03,556.61909375,556.9397187500001
SPEAKER_03,559.2009687500001,561.07409375
SPEAKER_03,562.37346875,564.9384687500001
SPEAKER_01,567.6384687500001,568.00971875
SPEAKER_04,569.56221875,576.02534375
SPEAKER_01,571.92471875,573.32534375
SPEAKER_00,573.32534375,574.01721875
SPEAKER_01,574.7934687500001,574.86096875
SPEAKER_00,574.86096875,575.41784375
SPEAKER_04,577.6284687500001,579.21471875
SPEAKER_04,579.5690937500001,579.77159375
SPEAKER_04,580.5478437500001,580.9697187500001
SPEAKER_00,580.9697187500001,581.35784375
SPEAKER_04,581.35784375,581.37471875
SPEAKER_04,581.79659375,581.8303437500001
SPEAKER_00,581.8303437500001,581.91471875
SPEAKER_03,581.91471875,582.30284375
SPEAKER_00,582.30284375,582.31971875
SPEAKER_03,582.31971875,582.33659375
SPEAKER_00,582.33659375,582.35346875
SPEAKER_00,582.6740937500001,582.6909687500001
SPEAKER_03,582.6909687500001,583.04534375
SPEAKER_00,583.04534375,583.6528437500001
SPEAKER_03,583.6528437500001,584.7665937500001
SPEAKER_03,585.2053437500001,585.59346875
SPEAKER_03,586.01534375,588.1753437500001
SPEAKER_03,588.5634687500001,591.17909375
SPEAKER_03,591.6684687500001,597.11909375
SPEAKER_03,597.7434687500001,600.8315937500001
SPEAKER_01,601.60784375,601.9115937500001
SPEAKER_04,606.82221875,613.65659375
SPEAKER_03,608.8134687500001,608.91471875
SPEAKER_00,608.91471875,609.01596875
SPEAKER_01,609.01596875,609.0834687500001
SPEAKER_04,615.3272187499999,616.94721875
SPEAKER_01,617.4365937499999,619.19159375
SPEAKER_04,619.3603437500001,622.0603437500001
SPEAKER_01,622.9040937500001,624.4397187500001
SPEAKER_03,625.2665937500001,627.3759687500001
SPEAKER_03,627.8315937500001,630.7509687500001
SPEAKER_03,631.24034375,633.8897187499999
SPEAKER_03,634.36221875,639.7790937500001
SPEAKER_03,640.3528437500001,643.4072187500001
SPEAKER_01,653.19471875,653.8022187500001
SPEAKER_02,658.93221875,659.25284375
SPEAKER_02,659.38784375,660.7378437500001
SPEAKER_02,662.17221875,662.18909375
SPEAKER_03,662.18909375,664.5009687500001
SPEAKER_03,665.0915937500001,667.97721875
SPEAKER_03,668.36534375,671.1328437500001
SPEAKER_03,671.58846875,677.0053437500001
SPEAKER_03,677.5790937500001,680.5322187500001
SPEAKER_04,695.97284375,697.1709687500002
SPEAKER_04,697.32284375,699.21284375
SPEAKER_04,699.5334687500001,701.0859687500001
SPEAKER_04,702.13221875,702.3515937500001
SPEAKER_03,713.37096875,714.4678437500002
SPEAKER_03,716.2565937500001,717.48846875
SPEAKER_03,721.01534375,721.23471875
SPEAKER_03,721.85909375,723.9853437500001
SPEAKER_03,724.60971875,726.43221875
SPEAKER_01,727.44471875,728.5247187500001
SPEAKER_03,728.55846875,728.96346875
SPEAKER_04,728.96346875,731.39346875
SPEAKER_03,755.42346875,756.6215937500001
SPEAKER_03,756.85784375,758.66346875
SPEAKER_03,759.11909375,759.81096875
SPEAKER_03,759.96284375,760.9753437500001
SPEAKER_03,761.51534375,764.9409687500001
SPEAKER_03,765.6159687500001,770.35784375
SPEAKER_03,770.91471875,772.9397187500001
SPEAKER_03,773.54721875,776.24721875
SPEAKER_00,779.89221875,779.9765937500001
SPEAKER_02,779.9765937500001,779.9934687500001
SPEAKER_00,779.9934687500001,780.02721875
SPEAKER_01,787.80659375,788.5828437499999
SPEAKER_03,790.55721875,792.70034375
SPEAKER_03,795.2822187500001,797.34096875
SPEAKER_03,799.29846875,800.02409375
SPEAKER_03,800.12534375,801.6440937500001
SPEAKER_03,804.76596875,806.18346875
SPEAKER_03,806.47034375,806.8584687500002
SPEAKER_03,807.04409375,808.1072187500001
SPEAKER_00,808.29284375,808.6303437500001
SPEAKER_03,809.60909375,810.28409375
SPEAKER_03,810.9253437500001,811.7353437500001
SPEAKER_02,811.7353437500001,811.7522187500001
SPEAKER_03,812.3259687500001,812.96721875
SPEAKER_02,812.96721875,813.0178437500001
SPEAKER_02,817.2534687500001,817.55721875
SPEAKER_03,817.55721875,817.6584687500001
SPEAKER_02,817.87784375,818.6709687500002
SPEAKER_03,821.8772187500001,822.36659375
SPEAKER_01,822.61971875,822.8728437500001
SPEAKER_03,823.5647187500001,824.45909375
SPEAKER_01,824.45909375,825.43784375
SPEAKER_01,825.9440937500001,826.56846875
SPEAKER_03,827.15909375,827.9353437500001
SPEAKER_01,832.9809687500001,833.18346875
SPEAKER_01,837.28409375,837.7734687500001
SPEAKER_01,839.4778437500001,841.78971875
SPEAKER_03,844.75971875,846.00846875
SPEAKER_03,846.7847187500001,847.25721875
SPEAKER_01,847.81409375,848.23596875
SPEAKER_01,851.35784375,851.91471875
SPEAKER_01,855.1884687500001,855.27284375
SPEAKER_03,855.27284375,856.80846875
SPEAKER_01,858.05721875,859.23846875
SPEAKER_03,860.1159687500001,861.33096875
SPEAKER_01,862.9678437500002,863.15346875
SPEAKER_01,867.6084687500002,867.62534375
SPEAKER_03,867.62534375,867.79409375
SPEAKER_00,867.79409375,867.8953437500002
SPEAKER_01,867.8953437500002,867.92909375
SPEAKER_01,868.2665937500001,868.62096875
SPEAKER_03,871.2534687500001,871.3884687500001
SPEAKER_01,872.4853437500001,872.87346875
SPEAKER_03,873.31221875,873.3290937500001
SPEAKER_01,873.3290937500001,873.3797187500002
SPEAKER_03,873.3797187500002,873.7678437500001
SPEAKER_01,873.7678437500001,875.0334687500001
SPEAKER_01,878.72909375,879.58971875
SPEAKER_01,882.0703437500001,882.96471875
SPEAKER_03,882.96471875,883.28534375
SPEAKER_01,883.28534375,883.3022187500001
SPEAKER_01,883.67346875,883.70721875
SPEAKER_03,883.70721875,883.9097187500001
SPEAKER_01,883.9097187500001,883.9265937500002
SPEAKER_03,887.9934687500001,889.02284375
