F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,participant,session,engagement_id,speaker,engagement_start_time,engagement_end_time,speaker_start_time,speaker_end_time,num_segments,speech_duration,merged_duration,label
36.897343,0.11021954,34.995358,36.35467,38.399055,3.403698,168.50124,201.87038,140.56451,190.02065,0.32295963,1.0086913,0.09665043,0.27443296,0.49052516,0.39387473,6.3258877,4.6608853,2.793389,2.9391036,0.14257282,1.759706,21.76094,0.9214715,12.787376,1.1227316,-6.3109035,-2.2914498,-13.596323,-1.2777507,0.024856668,1.9283123,1.1483675,0.9161325,9.320943,0.41073212,9.673414,1.2767171,34.819256,0.33187872,752.51373,0.24879238,1356.7933,0.17948641,-79.77749,-1.1028134,1842.3473,0.1385825,1152.6467,0.26018733,-87.180466,-0.8818497,2946.828,0.08635404,1031.9927,0.29976666,-91.368004,-0.80415666,-19.610489,-0.5720131,32.298832,0.3569715,0.07713759,0.25745767,-0.020211153,-0.9074225,0.19096504,1.5172932,30.444979,0.41957247,12.400546,1.2341706,-7.138086,-2.1772814,-19.712788,-0.7804989,-7.0061436,14.7187195,0.048956547,0.005809405,0.046917114,1.6925248,2.6501768,0.24053332,0.20932204,0.11902777,0.10788573,-26.349888,17,2,0,SPEAKER_00,0.0,146.9,0.03096875,146.9,25,28.372781249999992,28.3728125,engaged
37.606384,0.16094856,32.25138,37.07819,42.769764,10.518383,223.0331,443.0996,134.50534,287.81055,0.3401063,0.8248557,0.092499144,0.2901692,0.53404284,0.4415437,5.621464,4.290103,3.2134585,2.0895567,0.12151605,1.32628,22.766365,0.68514824,6.0039234,1.9950162,-9.84866,-1.8105521,-17.37681,-1.0190227,0.025032388,2.3441644,0.98928475,1.0751078,10.098637,0.4742281,10.2872715,0.93885314,31.496239,0.34863916,804.0984,0.22991513,1334.0658,0.1863468,-72.99214,-1.2000222,1833.3011,0.12743837,1108.382,0.31296062,-79.03924,-0.99273676,2956.965,0.08002326,895.19366,0.37551492,-84.666664,-0.87842155,-17.102531,-0.47281927,30.802773,0.29134327,0.07683057,0.2814818,-0.018157043,-0.93407494,0.14806114,1.1245837,28.339796,0.32278147,3.8984108,3.079317,-11.30484,-1.6720101,-21.190727,-0.8054995,-9.192482,19.235113,0.049876146,0.00039210662,0.06415939,2.688172,2.7873895,0.236,0.2557434,0.105899274,0.07811458,-26.902348,17,2,0,SPEAKER_01,0.0,146.9,9.66659375,137.47784375,36,52.093125000000015,52.093125,engaged
27.687662,0.10992561,24.636414,26.9836,31.242447,6.6060333,51.605732,23.97464,28.696554,14.572911,0.23524335,0.70607406,0.076316684,0.21426113,0.3676168,0.29130012,4.108385,2.3325593,2.236028,1.4258302,0.11132606,1.0273257,25.749968,0.5912274,11.494442,0.8816413,-4.108206,-3.0096543,-13.739741,-1.0667586,0.019616285,0.89090455,1.4725167,0.58867174,4.691379,0.5638365,-6.76816,-1.0349123,27.418964,0.2837316,692.9128,0.25298926,1467.3444,0.13652217,-66.84201,-1.3493186,1762.2802,0.11750481,1220.0817,0.23631124,-78.61923,-1.0370998,2885.805,0.07942292,1024.113,0.27508464,-83.263306,-0.9404345,-21.639675,-0.2534865,32.61249,0.19972588,0.07393478,0.26410267,-0.03183767,-0.49888268,0.1439209,0.7683256,33.037537,0.23611416,13.26619,0.7401791,-5.884724,-2.1530738,-17.045025,-0.86651427,-9.490751,17.406378,0.055937078,0.0024396798,0.04847857,3.6866362,3.030303,0.21,0.12890066,0.10583333,0.043293253,-31.979036,17,2,0,SPEAKER_02,0.0,146.9,21.71534375,143.62034375000002,8,4.353750000000026,4.35375,engaged
31.580677,0.083851725,29.051796,31.521902,34.532265,5.4804688,61.13981,50.634884,50.125885,23.55185,0.26718965,0.91074437,0.06093283,0.19761252,0.42574912,0.3648163,5.90592,0.8466805,1.3952347,1.5855367,0.14101943,1.1880919,27.993048,0.41701043,8.505112,0.7478052,0.21854065,66.06044,-8.478268,-1.6110795,0.020350913,1.7091193,1.655221,0.5685963,7.1544776,0.42699006,-2.4478147,-4.5683193,30.192492,0.33816072,674.257,0.3366488,1438.1066,0.18713522,-84.018234,-1.092277,1703.6014,0.15896319,1233.1228,0.4392769,-91.627914,-0.91431403,2817.5571,0.123697184,958.5269,0.19240242,-96.32316,-0.8318322,-18.949463,-0.25798744,28.81606,0.25664264,0.08170305,0.18605593,-0.026351871,-0.5982749,0.2191924,0.8257876,33.264473,0.17888308,8.239361,0.66646403,-0.21246313,-75.06538,-12.884909,-1.0272367,-13.255232,23.023842,0.043665245,0.0069659636,0.030669345,4.424779,3.7037039,0.1525,0.098075226,0.0975,0.077257685,-28.464682,17,2,0,SPEAKER_03,0.0,146.9,52.157843750000005,57.03471875,3,1.1474999999999937,1.1475,engaged
36.546238,0.13432302,34.423553,35.664158,37.860275,3.4367218,287.20358,558.51215,46.77356,45.31705,0.32237113,0.75825316,0.12941082,0.29439494,0.46448326,0.33507246,4.9210153,2.8408306,3.6389263,1.962216,0.13801123,1.2889414,19.569525,0.8891687,14.938128,0.7474178,-0.6256442,-22.334042,-10.293855,-1.1806998,0.028298797,1.6243242,1.4817413,0.7082956,8.224337,0.45678076,13.436929,0.8031832,32.578568,0.39495796,738.8308,0.27573064,1409.1875,0.1666338,-73.14827,-1.143121,1811.7483,0.12598015,1179.4363,0.23164663,-79.30522,-0.9310549,2872.2825,0.085033506,1021.5481,0.34583095,-82.477715,-0.8621711,-18.794807,-0.5963793,29.822824,0.4044989,0.061919395,0.382449,-0.0151480995,-0.8575126,0.16953386,1.1639935,25.703445,0.52748257,14.612355,0.77197623,-0.60037947,-24.407562,-13.132905,-0.8776152,-6.110692,12.865915,0.0432256,0.006633184,0.06445018,3.409091,3.4253092,0.1961111,0.15578258,0.07970588,0.08916229,-27.345778,17,2,1,SPEAKER_00,146.933333,160.0,146.933333,159.56721875000002,4,10.575135749999987,10.575125,disengaged
36.15858,0.020120734,35.3638,36.527657,36.831528,1.4677277,15.246837,0.0,11.361695,0.0,0.23011693,0.87235814,0.05835507,0.1390278,0.46463177,0.4062767,4.494884,1.4046195,2.7495089,0.3910308,0.07786175,0.76260036,22.461632,0.78827125,11.844426,1.3535211,-13.188618,-1.1146103,-4.1617403,-2.8215878,0.01550874,0.966671,0.9754971,0.502033,8.296334,0.31879276,-2.2199147,-7.3300657,26.629995,0.6337988,658.7103,0.254429,1474.3839,0.16753271,-83.06539,-0.98367417,1648.0746,0.15495597,1356.6957,0.13424434,-84.78015,-0.90215856,2761.2378,0.11084417,1137.5682,0.18999422,-92.08467,-0.77174324,-17.666805,-0.52341574,32.246353,0.3312803,0.06734203,0.24448204,-0.013775209,-0.7232106,0.12938383,0.30188572,33.906616,0.24870388,6.538979,2.63735,-16.967237,-0.6225422,-11.1503105,-0.8865542,-11.885486,18.537922,0.051599484,0.0026803059,0.019208,5.263158,6.0606065,0.099999994,0.04,0.044999998,0.024999999,-34.292557,17,2,2,SPEAKER_00,160.033333,160.666667,160.27596875,160.666667,1,0.3906982499999856,0.3906875,engaged
35.57179,0.047702245,33.606853,35.569515,37.480026,3.8731728,20.184162,9.694514,24.087591,7.0343075,0.14776789,0.6896561,0.052944213,0.12560564,0.2217498,0.16880558,1.860006,0.89246494,2.290598,0.73056877,0.0730209,1.1873461,15.313573,1.4412541,20.542625,0.53737867,3.7900708,2.8715372,-7.096383,-2.121775,0.020741621,0.8688989,1.3306957,0.7228366,9.122556,0.37897164,22.023481,0.3822815,43.09677,0.19308679,700.80176,0.2479518,1481.8893,0.1165202,-100.33081,-0.86246145,1876.8085,0.10166285,1325.431,0.20909423,-108.21899,-0.68381774,2903.7383,0.07298534,1154.1995,0.2094784,-109.82644,-0.6621198,-29.468542,-0.271578,39.245758,0.27533838,0.07285141,0.31502923,-0.017956292,-0.47002038,0.1270622,0.68564075,33.204838,0.28468254,25.295727,0.24513625,10.548109,0.5866304,-15.284768,-0.4717441,-3.450157,7.3173137,0.047001507,0.011915652,0.013851462,4.3956046,3.5714288,0.15333332,0.12036981,0.10666667,0.0518545,-33.039883,17,2,3,SPEAKER_00,160.7,163.966667,160.7,162.55409375000002,2,0.9259687500000098,0.9259375,disengaged
38.910133,0.15390784,33.37729,38.78218,43.75609,10.378799,98.10937,171.81082,102.479935,133.12117,0.29344243,0.8989114,0.06316784,0.25503057,0.44001383,0.376846,4.452725,3.1246154,2.8373873,1.6834568,0.09188217,1.5819737,20.38809,0.82035035,5.5766892,2.2583623,-7.0623946,-2.382957,-16.175505,-1.0858929,0.018910933,2.0408735,0.8763873,1.1678222,11.146793,0.43030244,11.976607,0.93345034,28.624226,0.33846745,829.4424,0.19613144,1290.8539,0.1975464,-77.33659,-1.1136272,1846.0618,0.11413923,1069.651,0.3092297,-83.381935,-0.9428464,2950.3064,0.06843334,841.88214,0.45112896,-88.18351,-0.8521051,-17.633677,-0.5738405,30.423683,0.33311152,0.07288446,0.29307157,-0.014343201,-1.0953003,0.117181934,1.3553154,26.953558,0.39331102,4.1524568,3.1523395,-8.096489,-2.1695259,-21.207571,-0.74065423,-6.6963234,17.331455,0.042349756,0.00947413,0.04067529,2.2560976,2.4464831,0.26475,0.26716086,0.12947369,0.097628385,-28.504406,17,2,4,SPEAKER_01,164.0,209.866667,165.08534375000002,195.84846875,9,16.419374999999974,16.419375,engaged
36.69712,0.10130032,34.54847,36.750317,39.36338,4.814911,176.32355,229.0701,110.998405,133.66805,0.31840998,0.71076345,0.096088976,0.29171932,0.5243683,0.4282793,4.877496,3.1664453,3.1304576,1.4660217,0.1441641,0.937856,24.892225,0.6414929,10.912722,1.233387,-8.814741,-2.0239995,-12.084105,-1.4526798,0.03509838,2.141159,1.1687281,0.74258626,8.819439,0.42795542,8.614559,1.4467683,34.9061,0.30043757,729.9034,0.27549535,1379.8391,0.15901592,-77.215164,-1.1301988,1794.6995,0.14592001,1167.2081,0.27807057,-83.51397,-0.9248182,2927.8853,0.09306769,1020.2033,0.24703683,-89.28886,-0.8146438,-18.292498,-0.62017006,32.66108,0.28225636,0.07637524,0.26713464,-0.018486714,-1.079875,0.18733019,0.7276678,30.59732,0.35280478,10.962784,1.3057472,-9.479982,-2.0157063,-17.157516,-0.95819235,-9.192856,19.775875,0.049762845,0.0076194946,0.054626156,3.3185842,3.0066817,0.21555555,0.23719554,0.11304348,0.085181884,-28.559784,17,2,4,SPEAKER_00,164.0,209.866667,195.84846875,209.866667,5,9.056948250000062,9.0569375,engaged
36.25215,0.065007135,35.29967,36.037437,37.692715,2.3930435,586.37164,527.41315,15.922082,6.4493246,0.27653182,0.64122,0.101904765,0.28402534,0.40570953,0.30380476,4.102448,1.1536975,2.7167003,1.5300919,0.120392,0.7793807,28.925264,0.5854445,16.00969,0.8299398,-4.3380356,-3.3266065,-7.384321,-1.8436593,0.015599191,1.1961099,1.0695881,0.8405398,10.146426,0.33432075,10.726055,1.0764232,40.060947,0.2485078,729.4166,0.28276318,1439.8269,0.15337747,-63.573837,-1.2554322,1801.0901,0.11536251,1302.5985,0.21398553,-77.48679,-0.8848857,2953.4312,0.06909081,1104.9208,0.21227573,-84.14146,-0.7630334,-24.514187,-0.46733966,39.448776,0.21820219,0.0784649,0.25116974,-0.015332766,-0.8882676,0.15189993,0.5804265,36.71061,0.24690251,17.493513,0.7426067,-3.8433647,-3.9693868,-12.210809,-0.9414724,-8.993101,16.299925,0.049024805,0.011540232,0.029089374,4.255319,2.1929824,0.332,0.18882796,0.085,0.08281505,-28.436123,17,2,5,SPEAKER_00,209.9,212.7,209.9,212.7,2,2.361250000000041,2.36125,disengaged
