train_loss,val_loss
0.6952795856877377,0.6770914793014526
0.6711365643300509,0.664046561717987
0.6577738899933664,0.6567859768867492
0.6508191918071947,0.6572574734687805
0.6289003710997733,0.6743140816688538
0.6342038512229919,0.6874812006950378
0.6165365294406289,0.7053231477737427
0.6101892590522766,0.7195071458816529
0.6023983704416376,0.7383314490318298
0.5845015990106683,0.759330689907074
0.5881340535063493,0.7645182132720947
0.572023187813006,0.7822619199752807
0.5668660057218451,0.8052505016326904
