,precision,recall,f1-score,support
disengaged,0.375,0.375,0.375,8.0
engaged,0.5,0.5,0.5,10.0
accuracy,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
macro avg,0.4375,0.4375,0.4375,18.0
weighted avg,0.4444444444444444,0.4444444444444444,0.4444444444444444,18.0
