Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,1,16,16,0.5,0.0005,0.0001,0.5828220858895705,0.5503875968992248,0.8765432098765432,0.6761904761904762,0.7056609454983438
p11,2,16,16,0.5,0.0005,0.0001,0.6296296296296297,0.6129032258064516,0.7037037037037037,0.6551724137931034,0.7133058984910836
p11,3,16,16,0.5,0.0005,0.0001,0.654320987654321,0.6666666666666666,0.6172839506172839,0.6410256410256411,0.6709343087943911
p11,4,16,16,0.5,0.0005,0.0001,0.6666666666666666,0.6805555555555556,0.6125,0.6447368421052632,0.7108231707317074
p11,5,16,16,0.5,0.0005,0.0001,0.5555555555555556,0.5357142857142857,0.75,0.625,0.5829268292682928
p11,1,16,32,0.2,0.001,0.0,0.6932515337423313,0.7123287671232876,0.6419753086419753,0.6753246753246753,0.7083709725986148
p11,2,16,32,0.2,0.001,0.0,0.6604938271604939,0.6547619047619048,0.6790123456790124,0.6666666666666666,0.7282426459381192
p11,3,16,32,0.2,0.001,0.0,0.6419753086419753,0.6575342465753424,0.5925925925925926,0.6233766233766234,0.6642280140222527
p11,4,16,32,0.2,0.001,0.0,0.6666666666666666,0.6857142857142857,0.6,0.64,0.6719512195121952
p11,5,16,32,0.2,0.001,0.0,0.6234567901234568,0.6172839506172839,0.625,0.6211180124223602,0.5958841463414635
p11,1,16,32,0.2,0.001,0.0001,0.656441717791411,0.6712328767123288,0.6049382716049383,0.6363636363636364,0.6767539897621198
p11,2,16,32,0.2,0.001,0.0001,0.6419753086419753,0.632183908045977,0.6790123456790124,0.6547619047619048,0.7023319615912208
p11,3,16,32,0.2,0.001,0.0001,0.6358024691358025,0.6486486486486487,0.5925925925925926,0.6193548387096774,0.6703246456332876
p11,4,16,32,0.2,0.001,0.0001,0.6419753086419753,0.6617647058823529,0.5625,0.6081081081081081,0.6728658536585366
p11,5,16,32,0.2,0.001,0.0001,0.5679012345679012,0.5531914893617021,0.65,0.5977011494252874,0.6004573170731707
p11,1,16,32,0.2,0.0005,0.0,0.6809815950920245,0.6883116883116883,0.654320987654321,0.6708860759493671,0.6886479975910871
p11,2,16,32,0.2,0.0005,0.0,0.6604938271604939,0.6710526315789473,0.6296296296296297,0.6496815286624203,0.730833714372809
p11,3,16,32,0.2,0.0005,0.0,0.6234567901234568,0.631578947368421,0.5925925925925926,0.6114649681528662,0.663923182441701
p11,4,16,32,0.2,0.0005,0.0,0.654320987654321,0.6578947368421053,0.625,0.6410256410256411,0.7007621951219511
p11,5,16,32,0.2,0.0005,0.0,0.5061728395061729,0.5,0.0125,0.024390243902439025,0.5628048780487804
p11,1,16,32,0.2,0.0005,0.0001,0.6257668711656442,0.5980392156862745,0.7530864197530864,0.6666666666666666,0.6764528756398676
p11,2,16,32,0.2,0.0005,0.0001,0.6728395061728395,0.6555555555555556,0.7283950617283951,0.6900584795321637,0.7315957933241884
p11,3,16,32,0.2,0.0005,0.0001,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6770309404054259
p11,4,16,32,0.2,0.0005,0.0001,0.6419753086419753,0.6375,0.6375,0.6375,0.6946646341463414
p11,5,16,32,0.2,0.0005,0.0001,0.5740740740740741,0.5714285714285714,0.55,0.5605095541401274,0.6053353658536587
p11,1,16,32,0.3,0.001,0.0,0.656441717791411,0.6506024096385542,0.6666666666666666,0.6585365853658537,0.6800662451068955
p11,2,16,32,0.3,0.001,0.0,0.6604938271604939,0.6444444444444445,0.7160493827160493,0.6783625730994152,0.7340344459686023
p11,3,16,32,0.3,0.001,0.0,0.6481481481481481,0.6621621621621622,0.6049382716049383,0.632258064516129,0.666361835086115
p11,4,16,32,0.3,0.001,0.0,0.6358024691358025,0.6438356164383562,0.5875,0.6143790849673203,0.6817073170731709
p11,5,16,32,0.3,0.001,0.0,0.5679012345679012,0.5609756097560976,0.575,0.5679012345679012,0.6185975609756098
p11,1,16,32,0.3,0.001,0.0001,0.6380368098159509,0.6375,0.6296296296296297,0.6335403726708074,0.6696778078891901
p11,2,16,32,0.3,0.001,0.0001,0.6481481481481481,0.6153846153846154,0.7901234567901234,0.6918918918918919,0.7168114616674288
p11,3,16,32,0.3,0.001,0.0001,0.5864197530864198,0.5945945945945946,0.5432098765432098,0.567741935483871,0.6313062033226643
p11,4,16,32,0.3,0.001,0.0001,0.6790123456790124,0.7058823529411765,0.6,0.6486486486486487,0.7076219512195122
p11,5,16,32,0.3,0.001,0.0001,0.5555555555555556,0.5625,0.45,0.5,0.5942073170731706
p11,1,16,32,0.3,0.0005,0.0,0.6441717791411042,0.6419753086419753,0.6419753086419753,0.6419753086419753,0.6749473050286059
p11,2,16,32,0.3,0.0005,0.0,0.6604938271604939,0.6585365853658537,0.6666666666666666,0.6625766871165644,0.7154397195549459
