Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,16,64,0.4,0.0005,0.0,0.654745133681739,0.0180217383622974,0.654103932699823,0.03783803358817621,0.6625925925925926,0.06479180955631247,0.6552953348628293,0.01578159537193264,0.6895202294787007,0.03113327699273372
p12,32,64,0.5,0.001,0.0,0.6106073815751235,0.020863639133836546,0.6055491629275824,0.014790657801494593,0.6226741467975689,0.08033095452616937,0.612060815792691,0.03982961206888354,0.6453109255624512,0.04024970857912676
p17,64,16,0.3,0.001,0.0001,0.5991817650496787,0.05608569429109071,0.5885515630160673,0.06184796430100396,0.7059770114942528,0.07222379745632153,0.6380173908327939,0.03595657803202225,0.6369242964724534,0.060032593308096724
p18,16,32,0.2,0.001,0.0001,0.6417882663784303,0.03847556145763627,0.6461878505345517,0.05517940758665751,0.6311355311355312,0.07335789155350039,0.6354420108636678,0.037211088335325514,0.6698882518447735,0.03657036349339659
p5,128,64,0.2,0.0005,0.0001,0.6981086519114689,0.08332526171155406,0.7100638140304307,0.11614417870759813,0.7367867867867868,0.060082578361192476,0.7177284238145625,0.06258804106718699,0.7303881192116487,0.07260142890681556
p7,16,16,0.3,0.001,0.0,0.7243201754385964,0.046083388330052884,0.7285506946964833,0.052474761541281625,0.7208333333333333,0.0501733107449679,0.7238913883029994,0.043768890690037296,0.7426954048463357,0.06567138972960886
p9,64,32,0.2,0.0005,0.0001,0.6675687285223368,0.06780645739274613,0.6789328611587748,0.08711829528989624,0.6444148936170213,0.03195703728493276,0.6599652014652014,0.05575254942781687,0.6770203493631495,0.04883820755369379
