Participant,Best Hidden1,Best Hidden2,Best Dropout,Best LearningRate,Best WeightDecay,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,AUROC Mean,AUROC Std
p11,32,32,0.2,0.001,0.0001,0.7811936453413482,0.00398440622869221,0.7808823529411765,0.003288335261029091,1.0,0.0,0.8769581335237902,0.0020685320881540844,0.5480150473167578,0.0647369040114116
p12,16,32,0.3,0.0005,0.0001,0.6285714285714286,0.009896890905572343,0.6263528624430883,0.0073103266547541864,0.9760621613915028,0.011221648122661505,0.762986815586553,0.0045887049856482435,0.5860714330548248,0.01885846960282765
p17,64,64,0.2,0.001,0.0001,0.6470889546208787,0.023248866656029984,0.648816506653745,0.0269801374111596,0.9752740341419586,0.04498941275255801,0.7780761631255062,0.004538514307430762,0.5921550086164995,0.077762490520876
p18,128,32,0.4,0.001,0.0,0.6102295409181637,0.014412263572793564,0.6092567929274264,0.00908413878071178,0.9901184236070666,0.007001191822130304,0.754322673335873,0.00852132218560546,0.5211394800586292,0.0224385943227032
p5,128,32,0.2,0.001,0.0,0.8239731142643765,0.015968809273671804,0.8273663460903405,0.0160653176893565,0.9904761904761905,0.00996023841111995,0.9014758687628465,0.007804466714908881,0.7333959899749373,0.08824387487795993
p7,32,32,0.2,0.0005,0.0,0.7442737160952774,0.014202113995669457,0.743027250419734,0.01103503261646424,0.9989949748743718,0.0022473044999997984,0.8521690033027356,0.007311883417897496,0.636806163614855,0.0389268392547361
p9,128,16,0.3,0.001,0.0001,0.6784829000093189,0.03264655018360287,0.6912325835282178,0.04435610025135725,0.9028517999064984,0.06928075534804037,0.780002782238986,0.010394911311844944,0.6694940129044851,0.0347371929502659
