Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,5,16,64,0.3,0.0005,0.0001,0.6419753086419753,0.6666666666666666,0.55,0.6027397260273972,0.6660060975609756
p11,1,16,64,0.4,0.001,0.0,0.6687116564417178,0.6753246753246753,0.6419753086419753,0.6582278481012658,0.6752484191508581
p11,2,16,64,0.4,0.001,0.0,0.6234567901234568,0.6041666666666666,0.7160493827160493,0.655367231638418,0.7155921353452218
p11,3,16,64,0.4,0.001,0.0,0.6358024691358025,0.6571428571428571,0.5679012345679012,0.609271523178808,0.6441091297058376
p11,4,16,64,0.4,0.001,0.0,0.6604938271604939,0.6712328767123288,0.6125,0.6405228758169934,0.7071646341463415
p11,5,16,64,0.4,0.001,0.0,0.6172839506172839,0.6285714285714286,0.55,0.5866666666666667,0.6123475609756097
p11,1,16,64,0.4,0.001,0.0001,0.6319018404907976,0.6265060240963856,0.6419753086419753,0.6341463414634146,0.6716350496838301
p11,2,16,64,0.4,0.001,0.0001,0.6111111111111112,0.7647058823529411,0.32098765432098764,0.45217391304347826,0.6864807194025302
p11,3,16,64,0.4,0.001,0.0001,0.6419753086419753,0.6533333333333333,0.6049382716049383,0.6282051282051282,0.642280140222527
p11,4,16,64,0.4,0.001,0.0001,0.691358024691358,0.7142857142857143,0.625,0.6666666666666666,0.7274390243902439
p11,5,16,64,0.4,0.001,0.0001,0.5740740740740741,0.6122448979591837,0.375,0.46511627906976744,0.608079268292683
p11,1,16,64,0.4,0.0005,0.0,0.6625766871165644,0.6666666666666666,0.6419753086419753,0.6540880503144654,0.681421258657031
p11,2,16,64,0.4,0.0005,0.0,0.6049382716049383,0.5726495726495726,0.8271604938271605,0.6767676767676768,0.6934918457552203
p11,3,16,64,0.4,0.0005,0.0,0.6234567901234568,0.6351351351351351,0.5802469135802469,0.6064516129032258,0.639993903368389
p11,4,16,64,0.4,0.0005,0.0,0.6851851851851852,0.6986301369863014,0.6375,0.6666666666666666,0.7560975609756098
