,precision,recall,f1-score,support
disengaged,0.4666666666666667,0.5384615384615384,0.5,13.0
engaged,0.6666666666666666,0.6,0.631578947368421,20.0
accuracy,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.5757575757575758
macro avg,0.5666666666666667,0.5692307692307692,0.5657894736842105,33.0
weighted avg,0.5878787878787879,0.5757575757575758,0.5797448165869219,33.0
