,precision,recall,f1-score,support
disengaged,0.6744186046511628,0.6304347826086957,0.651685393258427,92.0
engaged,0.6458333333333334,0.6888888888888889,0.6666666666666666,90.0
accuracy,0.6593406593406593,0.6593406593406593,0.6593406593406593,0.6593406593406593
macro avg,0.6601259689922481,0.6596618357487922,0.6591760299625469,182.0
weighted avg,0.6602830309225658,0.6593406593406593,0.6590937152734906,182.0
