,precision,recall,f1-score,support
disengaged,0.36363636363636365,0.19047619047619047,0.25,42.0
engaged,0.5342465753424658,0.7358490566037735,0.6190476190476191,53.0
accuracy,0.49473684210526314,0.49473684210526314,0.49473684210526314,0.49473684210526314
macro avg,0.4489414694894147,0.463162623539982,0.43452380952380953,95.0
weighted avg,0.45881890279871534,0.49473684210526314,0.45588972431077696,95.0
